Marital_status,Application_mode,Application_order,Course,Daytime_evening_attendance,Previous_qualification,Previous_qualification_grade,Nacionality,Mothers_qualification,Fathers_qualification,Mothers_occupation,Fathers_occupation,Admission_grade,Displaced,Educational_special_needs,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,International,Curricular_units_1st_sem_credited,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_evaluations,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_1st_sem_without_evaluations,Curricular_units_2nd_sem_credited,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_evaluations,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Curricular_units_2nd_sem_without_evaluations,Unemployment_rate,Inflation_rate,GDP,Status
Single,Technological specialization diploma holders,1,Agronomy,Daytime,Technological specialization course,150.0,Portuguese,12th Yr Schooling or Eq.,Basic Ed 2nd Cycle,Farmers/Fishers,Farmers/Fishers,150.0,Yes,No,No,Yes,Male,No,21,No,0,6,12,4,11.8,0,0,6,11,4,11.875,0,16.2,0.3,-0.92,Dropout
Single,Over 23 years old,1,Agronomy,Daytime,Secondary education,140.0,Portuguese,Degree,Degree,Intellectual/Scientific,Intellectual/Scientific,110.0,No,No,No,Yes,Male,No,31,No,0,6,8,6,15.125,0,0,6,10,6,14.6,0,16.2,0.3,-0.92,Graduate
Single,2nd phase - general contingent,5,Tourism,Daytime,Secondary education,113.0,Portuguese,12th Yr Schooling or Eq.,12th Yr Schooling or Eq.,Intellectual/Scientific,Technicians,110.2,Yes,No,No,Yes,Male,No,21,No,0,6,10,4,11.5,0,0,6,10,2,10.5,0,9.4,-0.8,-3.12,Dropout
Single,Over 23 years old,1,Informatics Engineering,Daytime,Secondary education,139.0,Portuguese,Basic Ed 3rd Cycle,Basic Ed 3rd Cycle,Unskilled Workers,Industry/Construction,110.3,No,No,Yes,Yes,Male,No,24,No,0,5,12,1,10.0,0,0,5,11,1,11.0,0,8.9,1.4,3.51,Enrolled
Single,Transfer,1,Journalism and Communication,Daytime,Secondary education,133.1,Portuguese,Basic Ed 3rd Cycle,Frequency of Higher Education,Administrative staff,Technicians,120.0,No,No,No,Yes,Male,No,27,No,0,4,8,0,0.0,0,0,5,10,0,0.0,0,9.4,-0.8,-3.12,Dropout
Single,1st phase - general contingent,5,Management,Daytime,Secondary education,118.0,Portuguese,Basic Ed 3rd Cycle,Basic Ed 3rd Cycle,Unskilled Workers,Unskilled Workers,114.2,Yes,No,No,Yes,Male,No,20,No,0,5,9,3,10.333333333333334,0,0,5,6,5,12.8,0,12.4,0.5,1.79,Graduate
Single,Technological specialization diploma holders,1,Informatics Engineering,Daytime,Technological specialization course,140.0,Portuguese,12th Yr Schooling or Eq.,Basic Ed 3rd Cycle,Administrative staff,Services/Security/Sellers,140.0,Yes,No,No,Yes,Male,No,22,No,0,5,9,0,0.0,0,0,5,6,2,11.666666666666666,0,10.8,1.4,1.74,Enrolled
Single,1st phase - general contingent,1,Agronomy,Daytime,Secondary education,144.0,Portuguese,Basic Ed 3rd Cycle,Basic Ed 3rd Cycle,Unskilled Workers,Unskilled Workers,132.8,No,No,No,Yes,Male,Yes,19,No,0,6,9,4,12.0,2,0,6,10,4,12.5,0,15.5,2.8,-4.06,Enrolled
Single,3rd phase - general contingent,1,Journalism and Communication,Daytime,Secondary education,125.0,Portuguese,12th Yr Schooling or Eq.,12th Yr Schooling or Eq.,Administrative staff,Industry/Construction,121.5,Yes,No,No,Yes,Male,No,19,No,0,6,6,6,13.833333333333334,0,0,6,6,6,14.5,0,8.9,1.4,3.51,Graduate
Single,1st phase - general contingent,1,Animation and Multimedia Design,Daytime,Secondary education,131.0,Portuguese,12th Yr Schooling or Eq.,12th Yr Schooling or Eq.,Industry/Construction,Administrative staff,127.2,Yes,No,Yes,Yes,Male,No,23,No,13,17,19,13,12.153846153846152,0,10,17,28,11,11.909090909090908,1,11.1,0.6,2.02,Enrolled
Single,2nd phase - general contingent,1,Equinculture,Daytime,Secondary education,131.0,Portuguese,Other - 11th Yr,Other - 11th Yr,Intellectual/Scientific,Machine Operators,128.2,Yes,No,No,Yes,Male,No,18,No,0,6,7,6,14.0,0,0,6,8,6,13.666666666666666,0,12.4,0.5,1.79,Graduate
Single,1st phase - general contingent,1,Journalism and Communication,Daytime,Secondary education,140.0,Portuguese,Degree,Bachelor's Degree,Administrative staff,Farmers/Fishers,133.4,Yes,No,No,No,Male,No,29,No,0,6,8,6,16.5,0,0,6,6,5,13.8,0,11.1,0.6,2.02,Enrolled
Single,Over 23 years old,1,Equinculture,Daytime,Secondary education,133.1,Portuguese,12th Yr Schooling or Eq.,Basic Ed 3rd Cycle,Administrative staff,Services/Security/Sellers,120.0,Yes,No,No,Yes,Male,No,29,No,0,5,11,1,18.0,2,0,5,10,3,13.333333333333334,2,10.8,1.4,1.74,Dropout
Single,Technological specialization diploma holders,1,Agronomy,Daytime,Secondary education,140.0,Portuguese,12th Yr Schooling or Eq.,12th Yr Schooling or Eq.,Administrative staff,Services/Security/Sellers,140.0,No,No,No,Yes,Male,No,20,No,0,6,11,6,11.285714285714286,0,0,6,12,5,11.77777777777778,0,16.2,0.3,-0.92,Enrolled
Single,1st phase - general contingent,5,Animation and Multimedia Design,Daytime,Secondary education,139.0,Portuguese,Basic Ed 3rd Cycle,Degree,Unskilled Workers,Intellectual/Scientific,136.9,Yes,No,No,Yes,Male,Yes,19,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,Graduate
Single,2nd phase - general contingent,3,Animation and Multimedia Design,Daytime,Secondary education,125.0,Portuguese,Degree,Tech Specialization,Intellectual/Scientific,Services/Security/Sellers,117.0,Yes,Yes,No,Yes,Male,No,22,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,10.8,1.4,1.74,Enrolled
Single,1st phase - general contingent,2,Advertising and Marketing Management,Daytime,Secondary education,117.0,Portuguese,Degree,12th Yr Schooling or Eq.,Technicians,Services/Security/Sellers,110.7,Yes,No,No,Yes,Male,No,20,No,0,6,10,5,14.0,0,0,6,10,6,12.0,0,11.1,0.6,2.02,Enrolled
Single,Over 23 years old,1,Equinculture,Daytime,Secondary education,150.0,Portuguese,Basic Ed 3rd Cycle,Basic Ed 3rd Cycle,Unskilled Workers,Services/Security/Sellers,160.0,Yes,No,No,Yes,Male,No,24,No,0,5,13,4,13.75,1,0,5,9,3,12.0,0,9.4,-0.8,-3.12,Enrolled
Single,1st phase - general contingent,1,Advertising and Marketing Management,Daytime,Secondary education,95.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Services/Security/Sellers,Machine Operators,95.0,No,No,No,No,Male,No,21,No,0,6,9,4,13.25,0,0,6,6,5,11.0,0,12.7,3.7,-1.7,Dropout
Single,Over 23 years old,1,Management,Daytime,Secondary education,150.0,Portuguese,Basic Ed 1st Cycle,12th Yr Schooling or Eq.,Industry/Construction,Technicians,148.8,No,No,No,Yes,Male,Yes,25,No,0,5,7,4,14.25,0,0,5,7,4,14.75,0,12.7,3.7,-1.7,Graduate
Single,Over 23 years old,1,Management,Daytime,Secondary education,120.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Unskilled Workers,Unskilled Workers,110.0,No,No,No,No,Male,No,32,No,0,5,9,0,0.0,1,0,5,5,0,0.0,0,9.4,-0.8,-3.12,Dropout
Single,Change of course,1,Management (evening attendance),Evening,Secondary education,136.0,Portuguese,Degree,Master's,Intellectual/Scientific,Intellectual/Scientific,133.9,No,No,No,No,Male,No,26,No,8,12,12,8,11.25,0,3,8,8,3,11.333333333333334,0,7.6,2.6,0.32,Dropout
Single,1st phase - general contingent,1,Equinculture,Daytime,Secondary education,133.0,Portuguese,Bachelor's Degree,Basic Ed 1st Cycle,Unskilled Workers,Industry/Construction,125.7,Yes,No,No,Yes,Male,Yes,18,No,0,6,7,6,13.5,0,0,6,8,6,12.5,0,12.4,0.5,1.79,Graduate
Single,2nd phase - general contingent,1,Tourism,Daytime,Secondary education,125.0,Portuguese,12th Yr Schooling or Eq.,Basic Ed 3rd Cycle,Administrative staff,Industry/Construction,116.6,No,No,No,Yes,Male,Yes,19,No,0,6,8,5,12.666666666666666,0,0,6,10,6,12.857142857142858,0,16.2,0.3,-0.92,Graduate
Single,1st phase - general contingent,3,Communication Design,Daytime,Secondary education,127.0,Portuguese,Basic Ed 3rd Cycle,Basic Ed 2nd Cycle,Services/Security/Sellers,Industry/Construction,141.0,Yes,No,No,Yes,Male,Yes,19,No,0,6,6,6,15.166666666666666,0,0,6,6,6,12.333333333333334,0,12.4,0.5,1.79,Graduate
Single,Holders of other higher courses,1,Informatics Engineering,Daytime,Higher education - degree (1st cycle),130.0,Portuguese,12th Yr Schooling or Eq.,12th Yr Schooling or Eq.,Administrative staff,Administrative staff,130.0,No,No,No,Yes,Male,No,27,No,4,6,6,6,13.166666666666666,0,2,5,7,5,15.142857142857142,0,11.1,0.6,2.02,Dropout
Single,Short cycle diploma holders,1,Agronomy,Daytime,Secondary education,130.0,Portuguese,Basic Ed 3rd Cycle,12th Yr Schooling or Eq.,Unskilled Workers,Unskilled Workers,130.0,No,No,Yes,Yes,Male,No,21,No,7,12,20,10,11.8,0,5,12,15,9,11.444444444444445,0,8.9,1.4,3.51,Enrolled
Single,2nd phase - general contingent,1,Informatics Engineering,Daytime,Secondary education,127.0,Portuguese,Basic Ed 3rd Cycle,12th Yr Schooling or Eq.,Administrative staff,Services/Security/Sellers,115.8,No,No,No,Yes,Male,No,20,No,0,5,10,4,11.5,0,0,5,11,0,0.0,0,13.9,-0.3,0.79,Enrolled
Single,Technological specialization diploma holders,1,Communication Design,Daytime,Technological specialization course,140.0,Portuguese,Basic Ed 3rd Cycle,Basic Ed 2nd Cycle,Administrative staff,Student,140.0,Yes,No,No,Yes,Male,No,21,No,0,6,6,6,14.5,0,0,6,8,6,11.333333333333334,0,12.4,0.5,1.79,Graduate
Single,1st phase - general contingent,5,Journalism and Communication,Daytime,Secondary education,125.0,Portuguese,Basic Ed 1st Cycle,Degree,Services/Security/Sellers,Intellectual/Scientific,126.1,Yes,No,No,Yes,Male,No,22,No,0,6,10,5,13.4,0,0,6,12,3,10.666666666666666,0,9.4,-0.8,-3.12,Enrolled
Single,1st phase - general contingent,1,Animation and Multimedia Design,Daytime,Secondary education,135.0,Portuguese,12th Yr Schooling or Eq.,Basic Ed 2nd Cycle,Services/Security/Sellers,Industry/Construction,137.5,Yes,No,Yes,No,Male,No,19,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.7,3.7,-1.7,Graduate
Single,2nd phase - general contingent,4,Management,Daytime,Secondary education,132.0,Portuguese,Basic Ed 2nd Cycle,Basic Ed 3rd Cycle,Services/Security/Sellers,Services/Security/Sellers,120.8,Yes,No,No,Yes,Male,Yes,18,No,0,5,8,4,10.8,0,0,5,10,2,12.5,0,11.1,0.6,2.02,Dropout
Single,Over 23 years old,2,Social Service,Daytime,Secondary education,110.0,Portuguese,Basic Ed 3rd Cycle,12th Yr Schooling or Eq.,Services/Security/Sellers,Services/Security/Sellers,136.5,No,No,No,Yes,Male,No,28,No,0,5,6,0,0.0,0,0,5,5,0,0.0,0,13.9,-0.3,0.79,Dropout
Married,Over 23 years old,1,Agronomy,Daytime,Secondary education,130.0,Portuguese,12th Yr Schooling or Eq.,Basic Ed 1st Cycle,Unskilled Workers,Legislative/Executive/Directors,122.0,No,No,Yes,No,Male,No,25,No,3,10,23,6,11.428571428571429,0,2,7,15,4,12.0,1,15.5,2.8,-4.06,Dropout
Single,Change of course,1,Agronomy,Daytime,Secondary education,130.0,Portuguese,Basic Ed 1st Cycle,12th Yr Schooling or Eq.,Services/Security/Sellers,Administrative staff,130.0,No,No,No,Yes,Male,No,25,No,8,14,24,8,12.5,2,6,13,23,10,11.6,0,15.5,2.8,-4.06,Dropout
Single,1st phase - general contingent,1,Management,Daytime,Secondary education,135.0,Portuguese,Basic Ed 2nd Cycle,Basic Ed 3rd Cycle,Unskilled Workers,Services/Security/Sellers,126.3,No,No,No,Yes,Male,No,18,No,0,5,11,2,13.5,0,0,5,11,3,12.333333333333334,0,8.9,1.4,3.51,Enrolled
Single,1st phase - general contingent,1,Tourism,Daytime,Secondary education,133.1,Portuguese,Master's,Basic Ed 3rd Cycle,Administrative staff,Services/Security/Sellers,98.0,No,No,No,Yes,Male,No,26,No,0,6,6,0,0.0,0,0,6,12,0,0.0,0,10.8,1.4,1.74,Dropout
Single,2nd phase - general contingent,3,Management,Daytime,Secondary education,135.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Farmers/Fishers,Services/Security/Sellers,121.0,Yes,No,No,Yes,Male,Yes,18,No,0,5,8,5,12.75,0,0,5,7,5,11.5,0,13.9,-0.3,0.79,Graduate
Single,Change of course,1,Journalism and Communication,Daytime,Secondary education,128.0,Portuguese,Basic Ed 3rd Cycle,Basic Ed 2nd Cycle,Unskilled Workers,Industry/Construction,124.2,Yes,No,No,Yes,Male,No,22,No,0,6,17,3,11.333333333333334,3,0,6,14,3,12.333333333333334,0,15.5,2.8,-4.06,Enrolled
Single,Over 23 years old,1,Agronomy,Daytime,Secondary education,140.0,Portuguese,12th Yr Schooling or Eq.,Degree,Administrative staff,Services/Security/Sellers,130.0,No,No,No,Yes,Male,No,25,No,0,6,8,0,0.0,0,0,6,10,0,0.0,0,16.2,0.3,-0.92,Dropout
Single,1st phase - general contingent,2,Journalism and Communication,Daytime,Secondary education,135.0,Portuguese,Degree,12th Yr Schooling or Eq.,Administrative staff,Administrative staff,136.1,Yes,No,No,Yes,Male,No,19,No,0,6,9,5,11.4,0,0,6,13,5,12.4,0,8.9,1.4,3.51,Enrolled
Single,2nd phase - general contingent,2,Journalism and Communication,Daytime,Secondary education,131.0,Portuguese,Degree,Basic Ed 3rd Cycle,Intellectual/Scientific,Technicians,132.8,Yes,No,No,Yes,Male,No,19,No,0,6,7,6,14.428571428571429,0,0,6,7,6,14.571428571428571,0,13.9,-0.3,0.79,Graduate
Single,2nd phase - general contingent,1,Nursing,Daytime,Secondary education,131.0,Portuguese,12th Yr Schooling or Eq.,12th Yr Schooling or Eq.,Services/Security/Sellers,Services/Security/Sellers,126.3,No,No,No,Yes,Male,No,19,No,0,7,9,7,12.492857142857144,0,0,8,10,8,11.7125,0,16.2,0.3,-0.92,Graduate
Divorced,Over 23 years old,1,Social Service (evening attendance),Evening,Basic education 3rd cycle (9th/10th/11th year) or equiv.,100.0,Portuguese,12th Yr Schooling or Eq.,Basic Ed 1st Cycle,Unskilled Workers,Legislative/Executive/Directors,111.5,No,No,No,Yes,Male,No,45,No,2,8,10,4,11.5,0,2,8,13,4,11.0,0,10.8,1.4,1.74,Dropout
Married,Over 23 years old,1,Management (evening attendance),Evening,Secondary education,140.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Unskilled Workers,Unskilled Workers,118.2,No,No,No,Yes,Male,No,52,No,0,5,7,5,11.2,0,0,5,6,5,12.8,1,7.6,2.6,0.32,Graduate
Single,1st phase - general contingent,1,Management,Daytime,Secondary education,124.0,Portuguese,Basic Ed 3rd Cycle,Basic Ed 3rd Cycle,Unskilled Workers,Technicians,115.6,Yes,No,No,No,Male,No,20,No,0,5,9,3,12.0,1,0,5,7,3,11.0,0,9.4,-0.8,-3.12,Dropout
Single,1st phase - general contingent,1,Nursing,Daytime,Secondary education,130.0,Portuguese,Basic Ed 2nd Cycle,Basic Ed 1st Cycle,Services/Security/Sellers,Armed Forces,117.8,Yes,No,No,Yes,Male,No,19,No,0,8,8,7,15.885714285714286,0,0,8,8,7,15.885714285714286,0,10.8,1.4,1.74,Graduate
Single,1st phase - general contingent,1,Nursing,Daytime,Secondary education,142.0,Portuguese,12th Yr Schooling or Eq.,Basic Ed 2nd Cycle,Unskilled Workers,Unskilled Workers,127.0,No,No,Yes,No,Male,No,21,No,0,7,12,4,12.94,0,0,7,12,4,11.58,0,12.4,0.5,1.79,Dropout
Married,Over 23 years old,1,Social Service (evening attendance),Evening,Secondary education,150.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Unskilled Workers,Unskilled Workers,140.0,No,No,No,No,Male,No,35,No,0,6,6,6,14.0,0,0,6,6,6,14.166666666666666,0,9.4,-0.8,-3.12,Graduate
Married,Over 23 years old,1,Animation and Multimedia Design,Daytime,Other - 11th year of schooling,110.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Industry/Construction,Industry/Construction,106.0,Yes,No,No,Yes,Male,No,36,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,7.6,2.6,0.32,Graduate
Divorced,Over 23 years old,1,Nursing,Daytime,Basic education 3rd cycle (9th/10th/11th year) or equiv.,110.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 2nd Cycle,Services/Security/Sellers,Services/Security/Sellers,151.0,No,No,Yes,No,Male,No,47,No,0,7,7,0,0.0,7,0,8,8,0,0.0,8,15.5,2.8,-4.06,Dropout
Single,3rd phase - general contingent,1,Management (evening attendance),Evening,Secondary education,112.0,Portuguese,Master (2nd Cycle),Degree (1st Cycle),Intellectual/Scientific,Intellectual/Scientific,106.4,No,No,No,Yes,Male,No,22,No,0,5,0,0,0.0,0,0,5,0,0,0.0,0,8.9,1.4,3.51,Dropout
Married,Over 23 years old,1,Management (evening attendance),Evening,Secondary education,100.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Unskilled Workers,Unskilled Workers,125.3,Yes,No,No,Yes,Male,No,41,No,0,5,8,4,11.25,0,0,5,8,3,11.0,1,7.6,2.6,0.32,Dropout
Single,Holders of other higher courses,1,Informatics Engineering,Daytime,Higher education - degree,130.0,Portuguese,Unknown,Unknown,Other,Other,130.0,No,No,No,Yes,Male,No,26,No,0,5,5,0,0.0,0,0,5,6,0,0.0,0,10.8,1.4,1.74,Dropout
Married,Over 23 years old,1,Social Service (evening attendance),Evening,Secondary education,133.1,Portuguese,Unknown,Unknown,Other,Other,116.0,No,No,No,No,Female,No,51,No,0,6,13,4,11.25,0,0,6,12,0,0.0,1,10.8,1.4,1.74,Dropout
Married,Over 23 years old,2,Management (evening attendance),Evening,Secondary education,150.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Unskilled Workers,Unskilled Workers,120.0,No,No,No,Yes,Female,No,43,No,0,5,11,3,10.666666666666666,0,1,5,10,4,12.5,0,9.4,-0.8,-3.12,Enrolled
Married,Over 23 years old,2,Social Service (evening attendance),Evening,Secondary education,100.0,Portuguese,Unknown,Unknown,Student,Student,100.0,Yes,No,No,Yes,Female,No,41,No,0,6,9,5,11.8,0,1,6,10,3,10.666666666666666,1,7.6,2.6,0.32,Graduate
Single,Change of course,2,Management,Daytime,Secondary education,130.0,Portuguese,Unknown,Basic Ed 1st Cycle,Unskilled Workers,Unskilled Workers,118.5,Yes,No,No,Yes,Male,No,23,No,5,10,19,8,11.625,1,4,10,16,10,11.181818181818182,3,7.6,2.6,0.32,Graduate
Single,Change of course,2,Social Service,Daytime,Secondary education,129.0,Portuguese,Unknown,8th Yr,Student,Services/Security/Sellers,118.9,Yes,No,No,Yes,Male,No,22,No,0,6,11,0,0.0,0,0,5,10,0,0.0,0,9.4,-0.8,-3.12,Dropout
Single,2nd phase - general contingent,2,Communication Design,Daytime,Secondary education,127.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Unskilled Workers,Unskilled Workers,119.3,Yes,Yes,No,Yes,Male,Yes,25,No,0,6,8,4,10.25,0,0,6,6,4,11.25,0,12.7,3.7,-1.7,Dropout
Single,Change of course,1,Management (evening attendance),Evening,Secondary education,140.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Unskilled Workers,Unskilled Workers,135.8,Yes,No,No,Yes,Male,No,25,No,14,15,16,15,10.8,0,13,14,14,14,11.357142857142858,0,9.4,-0.8,-3.12,Graduate
Single,Short cycle diploma holders,1,Animation and Multimedia Design,Daytime,Professional higher technical course,130.0,Portuguese,12th Yr Schooling or Eq.,Basic Ed 3rd Cycle,Unskilled Workers,Unskilled Workers,130.0,Yes,No,No,No,Male,Yes,22,No,5,12,15,11,12.545454545454543,0,4,11,16,11,12.666666666666666,0,8.9,1.4,3.51,Graduate
Single,Over 23 years old,1,Agronomy,Daytime,Secondary education,133.1,Spanish,12th Yr Schooling or Eq.,12th Yr Schooling or Eq.,Unskilled agri/fish/forestry,Other admin support,129.8,No,No,No,Yes,Male,No,24,Yes,0,7,7,7,13.571428571428571,0,0,6,9,5,13.4,0,8.9,1.4,3.51,Enrolled
Single,Over 23 years old,1,Veterinary Nursing,Daytime,Higher education - bachelor's degree,140.0,Portuguese,Basic Ed 2nd Cycle,Basic Ed 2nd Cycle,Unskilled Workers,Armed Forces,150.0,No,No,No,Yes,Male,No,47,No,0,6,0,0,0.0,0,0,6,0,0,0.0,0,16.2,0.3,-0.92,Dropout
Married,Over 23 years old,1,Management (evening attendance),Evening,Basic education 3rd cycle (9th/10th/11th year) or equiv.,133.1,Portuguese,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Services/Security/Sellers,Services/Security/Sellers,111.9,Yes,No,No,Yes,Male,No,41,No,0,5,5,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Dropout
Single,Over 23 years old,1,Agronomy,Daytime,Secondary education,120.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Unskilled Workers,Unskilled Workers,150.1,Yes,No,No,Yes,Male,No,43,No,0,6,9,6,14.77777777777778,0,0,6,11,5,12.2,0,13.9,-0.3,0.79,Graduate
Single,Over 23 years old,1,Agronomy,Daytime,Secondary education,133.1,Portuguese,12th Yr Schooling or Eq.,Basic Ed 1st Cycle,Unskilled Workers,Machine Operators,130.0,No,No,No,Yes,Male,No,29,No,0,3,4,0,0.0,0,0,4,8,0,0.0,0,16.2,0.3,-0.92,Dropout
Single,Over 23 years old,2,Informatics Engineering,Daytime,Secondary education,120.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Services/Security/Sellers,Services/Security/Sellers,128.0,No,No,No,Yes,Male,No,30,No,0,2,2,0,0.0,0,0,2,2,0,0.0,0,7.6,2.6,0.32,Dropout
Single,Over 23 years old,2,Management,Daytime,Basic education 2nd cycle (6th/7th/8th year) or equiv.,133.1,Portuguese,Basic Ed 3rd Cycle,Basic Ed 2nd Cycle,Unskilled Workers,Unskilled Workers,102.5,No,No,No,No,Male,No,26,No,0,4,4,0,0.0,0,0,5,0,0,0.0,0,12.7,3.7,-1.7,Dropout
Single,Over 23 years old,2,Management (evening attendance),Evening,Secondary education,133.1,Portuguese,Basic Ed 3rd Cycle,Basic Ed 2nd Cycle,Unskilled Workers,Unskilled Workers,102.5,No,No,No,No,Male,No,27,No,0,5,10,0,0.0,0,0,5,5,0,0.0,0,15.5,2.8,-4.06,Dropout
Married,Over 23 years old,2,Advertising and Marketing Management,Daytime,Secondary education,100.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Unskilled Workers,Unskilled Workers,110.0,No,No,No,Yes,Male,Yes,36,No,0,5,5,5,11.4,0,0,5,7,5,11.6,0,9.4,-0.8,-3.12,Graduate
Single,Over 23 years old,1,Agronomy,Daytime,Basic education 3rd cycle (9th/10th/11th year) or equiv.,133.1,Portuguese,12th Yr Schooling or Eq.,Basic Ed 3rd Cycle,Administrative staff,Armed Forces,114.0,No,No,No,Yes,Male,No,29,No,3,9,13,6,11.666666666666666,0,2,7,10,6,10.857142857142858,0,15.5,2.8,-4.06,Dropout
Single,Transfer,1,Informatics Engineering,Daytime,Secondary education,120.0,Portuguese,Unknown,Unknown,Student,Student,128.2,Yes,No,No,Yes,Male,No,35,No,6,10,12,7,11.285714285714286,0,2,8,8,5,13.0,0,9.4,-0.8,-3.12,Dropout
Single,1st phase - general contingent,1,Journalism and Communication,Daytime,Secondary education,128.0,Portuguese,Basic Ed 2nd Cycle,Basic Ed 2nd Cycle,Farmers/Fishers,Technicians,116.5,No,No,No,Yes,Male,Yes,18,No,0,6,12,4,11.5,0,0,6,10,5,12.6,0,10.8,1.4,1.74,Graduate
Single,1st phase - general contingent,1,Management (evening attendance),Evening,Secondary education,172.0,Portuguese,Basic Ed 2nd Cycle,Basic Ed 1st Cycle,Unskilled Workers,Unskilled Workers,149.3,No,No,No,Yes,Male,Yes,24,No,0,5,5,5,16.0,0,0,5,5,5,16.0,0,8.9,1.4,3.51,Graduate
Single,1st phase - general contingent,3,Journalism and Communication,Daytime,Secondary education,146.0,Portuguese,Basic Ed 2nd Cycle,Basic Ed 2nd Cycle,Unskilled Workers,Industry/Construction,134.1,Yes,No,No,Yes,Male,Yes,18,No,0,6,6,6,12.5,0,0,6,7,6,12.666666666666666,0,10.8,1.4,1.74,Dropout
Single,2nd phase - general contingent,4,Informatics Engineering,Daytime,Secondary education,135.0,Portuguese,Basic Ed 2nd Cycle,Basic Ed 1st Cycle,Services/Security/Sellers,Industry/Construction,126.6,Yes,No,No,Yes,Male,No,18,No,0,5,7,4,12.0,0,0,5,10,3,13.0,3,7.6,2.6,0.32,Enrolled
Married,Change of course,1,Veterinary Nursing,Daytime,Secondary education,160.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Unskilled Workers,Industry/Construction,120.0,No,No,No,Yes,Male,No,21,No,0,5,11,0,0.0,2,0,5,11,3,11.666666666666666,1,9.4,-0.8,-3.12,Enrolled
Single,Transfer,1,Informatics Engineering,Daytime,Secondary education,150.0,Portuguese,Basic Ed 2nd Cycle,Basic Ed 1st Cycle,Services/Security/Sellers,Machine Operators,133.5,Yes,No,No,Yes,Male,No,21,No,0,5,10,5,13.0,0,0,5,10,5,12.6,0,9.4,-0.8,-3.12,Graduate
Single,Over 23 years old,1,Agronomy,Daytime,Secondary education,130.0,Portuguese,12th Yr Schooling or Eq.,Degree,Intellectual/Scientific,Farmers/Fishers,110.0,No,No,No,Yes,Male,No,32,No,8,18,27,13,13.714285714285714,1,7,12,18,12,12.083333333333334,0,15.5,2.8,-4.06,Graduate
Single,1st phase - general contingent,4,Informatics Engineering,Daytime,Secondary education,111.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Unskilled Workers,Services/Security/Sellers,107.5,Yes,No,No,Yes,Male,Yes,22,No,0,5,9,3,12.333333333333334,0,0,6,14,3,12.5,0,11.1,0.6,2.02,Dropout
Single,Holders of other higher courses,1,Agronomy,Daytime,Higher education - degree,130.0,Portuguese,12th Yr Schooling or Eq.,Basic Ed 2nd Cycle,Unskilled Workers,Industry/Construction,130.0,Yes,No,No,No,Male,No,32,No,11,17,31,11,12.727272727272728,4,10,12,24,10,12.7,1,15.5,2.8,-4.06,Dropout
Single,Change of course,1,Advertising and Marketing Management,Daytime,Frequency of higher education,170.0,Portuguese,Unknown,Unknown,Student,Student,111.6,No,No,No,Yes,Male,No,35,No,1,5,5,1,14.0,0,0,5,5,0,0.0,0,9.4,-0.8,-3.12,Dropout
Single,3rd phase - general contingent,3,Management,Daytime,Secondary education,133.1,Portuguese,12th Yr Schooling or Eq.,Basic Ed 2nd Cycle,Administrative staff,Industry/Construction,101.0,Yes,No,No,No,Male,No,23,No,0,5,0,0,0.0,0,0,5,0,0,0.0,0,8.9,1.4,3.51,Dropout
Single,Over 23 years old,1,Social Service (evening attendance),Evening,Secondary education,100.0,Portuguese,Basic Ed 1st Cycle,Basic Ed 1st Cycle,Farmers/Fishers,Farmers/Fishers,108.3,No,No,No,Yes,Male,No,39,No,0,6,8,5,11.4,0,1,6,12,3,11.0,1,7.6,2.6,0.32,Enrolled
